reid,ruid,clid,total_cost,payment,guests
3189,193,281,481.35,credit card,1
3190,4288,361,1856.7,check,3
3191,134,221,1245.33,pear pay,4
3192,50,11,1160.6,check,8
3193,2361,336,459.75,credit card,1
3194,4384,243,1904.14,check,2
3195,2443,297,2331.1,check,5
3196,4759,376,2484.02,credit card,4
3197,912,389,4162.6,credit card,1
3198,3333,110,396.8,credit card,1
3199,150,284,1344.64,check,1
3200,1453,259,931.74,check,4
3201,420,312,2642.49,credit card,3
3202,2971,150,517.75,cash,1
3203,4434,106,562.48,credit card,1
3204,4353,96,523.55,credit card,1
3205,1254,385,3674.97,check,2
3206,3767,330,1325.48,credit card,2
3207,195,259,1736.24,credit card,4
3208,3478,242,1415.64,check,2
3209,3267,375,3251.43,credit card,5
3210,4128,92,2978.8,credit card,8
3211,1135,107,1664.25,check,2
3212,2007,384,1110.24,check,3
3213,3590,58,528.54,cash,4
3214,1036,304,3312.96,check,4
3215,2163,115,1855.98,credit card,1
3216,4004,340,996,credit card,3
3217,791,218,543.05,check,1
3218,2686,238,472.29,cash,1
3219,33,75,3965.76,cash,3
3220,639,24,3193.68,pear pay,3
3221,2913,324,2984.96,check,1
3222,3835,344,1095,credit card,1
3223,2848,384,1126.56,check,1
3224,2612,25,1920.62,cash,1
3225,1014,201,239.85,cash,1
3226,769,314,1082.48,credit card,1
3227,700,400,1665.12,cash,5
3228,2580,16,569,cash,2
3229,2928,43,493.1,credit card,1
3230,4907,313,2057.77,credit card,1
3231,1565,91,625.59,pear pay,1
3232,4190,140,316.12,credit card,2
3233,1606,319,1469.43,check,3
3234,704,26,687.39,pear pay,1
3235,3878,59,1284.88,check,1
3236,4850,154,1804.53,debit card,1
3237,3412,125,1124.82,cash,1
3238,1463,113,1845.48,pear pay,3
3239,1185,324,1663.14,cash,1
3240,1675,256,1263.7,pear pay,2
3241,3290,138,1103.4,credit card,2
3242,3993,270,2270.7,cash,4
3243,3278,376,950.72,credit card,2
3244,1335,81,1151.26,pear pay,1
3245,4277,174,656,credit card,1
3246,2540,46,1428.75,cash,2
3247,949,320,1622.6,cash,2
3248,4069,90,1775.1,credit card,4
3249,1032,155,1474.8,credit card,2
3250,1414,182,2260.16,pear pay,2
3251,1429,360,868.6,cash,1
3252,4453,21,1555.38,credit card,3
3253,323,84,1566.2,check,4
3254,3371,292,271.23,cash,1
3255,4711,182,3873.87,credit card,1
3256,4081,274,1075.41,check,2
3257,1236,368,739.65,pear pay,5
3258,2997,352,1272.8,cash,1
3259,3564,42,360.6,cash,1
3260,1047,151,661.08,cash,3
3261,189,213,2396.9,credit card,1
3262,2005,295,766.89,debit card,5
3263,1242,39,774.35,credit card,1
3264,3171,398,512.07,cash,1
3265,1764,75,4685.76,check,3
3266,4801,390,1156.7,credit card,2
3267,804,252,1523.16,check,1
3268,4395,362,868.2,pear pay,1
3269,756,253,1436.16,debit card,1
3270,2357,90,2132.34,pear pay,4
3271,3017,69,2207.14,credit card,1
3272,1696,299,787.23,pear pay,2
3273,3998,317,3930.74,credit card,4
3274,4696,185,1210.04,debit card,1
3275,4988,308,1663.76,cash,2
3276,2083,217,1582.05,credit card,7
3277,527,344,2195.76,credit card,2
3278,934,119,481.92,check,1
3279,3426,93,1134.63,cash,2
3280,1586,222,2359.98,credit card,1
3281,2404,280,624.16,cash,1
3282,3474,241,1823.2,check,3
3283,4534,149,408.15,credit card,1
3284,4922,165,2416.7,credit card,1
3285,3787,276,2650.06,credit card,3
3286,404,142,757.56,debit card,3
3287,565,283,323.94,credit card,4
3288,2979,107,1666.84,credit card,2
3289,3030,198,364.52,check,1
3290,1330,214,546.96,cash,1
3291,1917,41,723.03,credit card,2
3292,2902,373,503.88,credit card,1
3293,1494,201,1246.5,credit card,1
3294,3569,117,2742.57,check,4
3295,3348,320,737.65,debit card,4
3296,940,8,2847.06,credit card,1
3297,2264,357,4388.72,cash,2
3298,1437,100,3807.92,credit card,7
3299,3493,224,2178.41,cash,4
3300,2285,155,1520.58,cash,2
3301,2754,219,3408.72,credit card,2
3302,4823,139,668.46,credit card,1
3303,3424,374,1345.04,credit card,6
3304,3555,322,2927.4,debit card,5
3305,244,41,787.59,credit card,1
3306,2983,336,1083.18,cash,2
3307,3334,158,1147.08,cash,1
3308,1440,281,1884.06,check,1
3309,1409,87,3575.6,check,4
3310,3376,24,2200.94,cash,1
3311,4111,121,361.8,pear pay,1
3312,2386,113,1165.28,credit card,2
3313,4234,202,2430.61,credit card,4
3314,3577,303,1406.73,credit card,1
3315,3194,152,839.07,cash,1
3316,2538,265,2161.8,cash,5
3317,2832,259,550.38,credit card,1
3318,511,47,4835.9,cash,2
3319,4565,352,636.24,pear pay,1
3320,2263,293,683.4,credit card,1
3321,2161,284,1105.09,credit card,1
3322,2907,345,2417.52,credit card,4
3323,367,170,2742.03,credit card,1
3324,4367,44,376.04,cash,1
3325,3549,28,3850.34,cash,2
3326,203,246,4760.03,credit card,4
3327,3890,45,879.45,credit card,1
3328,4974,243,3104.19,pear pay,2
3329,4416,343,2409.61,pear pay,4
3330,2276,330,1555.71,cash,2
3331,4902,201,5095.64,credit card,6
3332,1727,276,2327.78,pear pay,4
3333,4818,299,979.42,cash,1
3334,1963,227,1321.84,cash,1
3335,3176,60,3547.44,credit card,1
3336,3306,342,3484.8,check,8
3337,3504,356,3691.6,check,5
3338,943,399,4459.28,credit card,7
3339,208,76,998.6,pear pay,4
3340,2493,124,1091.58,check,8
3341,3114,300,1073.52,credit card,2
3342,2725,133,1517.6,check,3
3343,3995,251,1644.09,pear pay,3
3344,2000,202,1062,credit card,2
3345,1781,85,2725.94,credit card,2
3346,3307,237,1013.52,check,2
3347,3063,1,1787.2,check,3
3348,4315,30,4698.24,debit card,5
3349,4701,111,527,credit card,1
3350,4943,207,1070.3,check,1
3351,2788,4,830.24,check,6
3352,512,210,1176.88,cash,2
3353,226,323,774.15,credit card,2
3354,847,376,1776.74,credit card,1
3355,4329,360,4488.99,check,5
3356,1773,1,441.35,credit card,1
3357,3875,332,618.28,cash,2
3358,2977,145,1156.68,credit card,1
3359,3996,31,570.6,check,2
3360,3800,220,430.26,credit card,2
3361,4885,118,855.08,cash,3
3362,3600,129,453.68,credit card,6
3363,2266,39,2273.3,credit card,4
3364,2938,353,3172.95,cash,1
3365,850,14,4482.66,credit card,1
3366,3353,332,1055.18,cash,1
3367,2141,64,3247.75,credit card,3
3368,1230,177,330.06,credit card,1
3369,4895,35,1192.05,credit card,1
3370,4312,200,1701.81,credit card,2
3371,3728,96,1574.95,credit card,1
3372,3960,255,400.75,pear pay,1
3373,3563,305,587.16,cash,1
3374,4815,83,689.85,check,1
3375,4052,373,317.16,check,2
3376,1683,109,951.39,credit card,1
3377,2060,243,1478.88,credit card,2
3378,3896,92,1297.86,pear pay,6
3379,1177,279,3862.88,pear pay,3
3380,276,318,2086.2,credit card,3
3381,4611,242,1179.2,cash,1
3382,3737,4,1957.92,cash,3
3383,1619,362,376.75,credit card,1
3384,3557,393,1799.14,check,3
3385,2736,268,2053.08,cash,1
3386,2460,35,1600.9,pear pay,3
3387,2940,45,2318.4,cash,1
3388,1468,276,813.4,cash,1
3389,839,99,879.84,pear pay,2
3390,1172,346,704.2,check,2
3391,2187,102,3762.64,check,4
3392,2456,77,5668.6,credit card,2
3393,3416,373,3819.01,cash,5
3394,4435,252,602.49,pear pay,2
3395,51,53,875.49,credit card,1
3396,4179,15,1427.52,cash,3
3397,4316,240,1020.48,check,3
3398,2962,171,298.4,cash,1
3399,1629,400,1403.74,pear pay,3
3400,1945,123,5084.24,check,5
3401,4449,122,3744.13,check,2
3402,4835,39,820.12,credit card,3
3403,4158,175,1129.26,cash,2
3404,1482,299,902.22,cash,1
3405,1832,392,1145.34,debit card,1
3406,2397,369,1937.34,credit card,4
3407,422,275,866.97,credit card,2
3408,1604,131,3812.16,credit card,4
3409,1501,66,1543.92,credit card,1
3410,4056,376,1872.92,debit card,1
3411,3742,94,2445.17,pear pay,6
3412,827,343,614.82,pear pay,1
3413,3064,173,704.64,credit card,2
3414,4080,267,1053.48,pear pay,5
3415,1756,241,2281.62,debit card,3
3416,1596,53,879.45,cash,2
3417,589,237,2090.34,check,4
3418,4730,47,1764.18,cash,3
3419,4146,217,1311.7,debit card,1
3420,1959,315,971.2,credit card,1
3421,761,175,1659.24,check,2
3422,3163,173,424.16,check,1
3423,1928,276,568.92,credit card,2
3424,2526,159,1718.46,debit card,1
3425,2014,78,1416.72,cash,1
3426,250,65,1009.9,credit card,2
3427,749,375,1682.34,credit card,2
3428,4182,357,4366.04,debit card,2
3429,2040,84,2603.86,credit card,3
3430,3031,93,1091.15,cash,4
3431,2872,316,383.72,cash,1
3432,1474,1,1483.43,pear pay,1
3433,3745,54,1317.2,cash,4
3434,957,250,1667.64,credit card,1
3435,2434,123,1162.42,credit card,1
3436,3739,347,1160.75,check,1
3437,3662,349,1978.98,check,2
3438,3089,174,599.67,credit card,1
3439,3247,204,2644.68,check,3
3440,1373,55,2891.64,pear pay,1
3441,2084,186,1491.98,pear pay,1
3442,2438,265,1148.32,check,2
3443,484,176,1340.64,credit card,2
3444,1975,151,298.95,credit card,1
3445,1719,179,2281.2,check,5
3446,3773,322,1684.98,pear pay,2
3447,1908,133,1815.17,credit card,5
3448,1001,169,2211.44,cash,1
3449,4944,352,729.9,pear pay,1
3450,4822,68,895.28,cash,2
3451,728,101,1040.27,cash,4
3452,349,120,3462.8,credit card,4
3453,3519,60,2277.2,credit card,7
3454,123,175,1603.58,cash,2
3455,2392,310,2613.2,pear pay,8
3456,3473,6,1121.12,cash,1
3457,1902,397,1049.44,check,4
3458,3853,124,787.5,cash,2
3459,3490,189,5776.43,credit card,5
3460,3766,275,768.42,credit card,1
3461,4197,185,2932.16,check,4
3462,255,3,1151.08,pear pay,4
3463,2727,29,1685.25,credit card,2
3464,2641,288,1117.48,credit card,1
3465,1953,365,2966.2,credit card,3
3466,4888,153,2080.78,check,1
3467,3817,322,4879.55,credit card,4
3468,347,390,984.6,check,1
3469,2312,261,1134.48,cash,2
3470,3505,101,2500.41,credit card,4
3471,5,161,532.56,credit card,3
3472,383,85,1363.11,check,3
3473,2,30,3365.64,check,4
3474,3405,215,1742.94,credit card,5
3475,744,34,859.1,debit card,2
3476,4683,200,599.5,cash,1
3477,361,203,739.06,check,1
3478,1575,87,5655.02,credit card,3
3479,1206,224,272.19,cash,1
3480,170,86,1290.78,cash,1
3481,3965,372,1163.07,pear pay,2
3482,2338,384,723.28,credit card,2
3483,2667,165,2515.24,debit card,3
3484,1378,153,4331.88,cash,3
3485,1352,371,982.8,cash,3
3486,3741,274,1328.16,check,4
3487,145,35,3438.08,cash,5
3488,22,23,1828.88,cash,2
3489,3858,243,502.71,check,3
3490,2224,39,1362.68,check,1
3491,999,34,1136.08,check,1
3492,4898,150,3724.8,credit card,4
3493,4138,34,3004.4,debit card,2
3494,1809,259,482.64,cash,2
3495,3690,144,1145.9,credit card,4
3496,4208,36,1124.25,cash,4
3497,3127,42,2249.8,credit card,1
3498,3234,291,641.05,cash,2
3499,2049,54,1189.58,credit card,1
3500,992,223,284.04,check,1
3501,1594,154,1231.56,credit card,1
3502,1553,13,7344.96,credit card,4
3503,3181,7,1498.42,cash,3
3504,3874,105,1203.72,credit card,1
3505,3534,357,699.76,credit card,2
3506,1363,48,1779.12,check,2
3507,3872,218,1200.51,check,2
3508,2476,25,224.84,cash,1
3509,3679,63,2627.16,credit card,3
3510,1262,249,576.3,credit card,2
3511,4116,84,817.4,check,1
3512,911,174,3624.61,pear pay,2
3513,1914,30,628.6,credit card,1
3514,3184,218,2303.05,check,1
3515,1767,230,400.62,cash,1
3516,310,42,282.69,cash,1
3517,80,153,2132.41,credit card,5
3518,1215,88,1692.4,check,3
3519,3032,225,872.35,credit card,1
3520,3648,394,2381.12,cash,4
3521,2833,257,1203.72,credit card,6
3522,2220,64,794.94,check,4
3523,2223,214,2484.72,credit card,3
3524,1633,334,2882.36,credit card,4
3525,3602,180,1324.08,credit card,1
3526,813,274,1586.13,credit card,1
3527,794,340,555.12,credit card,3
3528,2591,309,824.64,pear pay,1
3529,2741,6,1032.9,debit card,1
3530,3836,29,362.48,credit card,1
3531,1499,196,4706.4,debit card,4
3532,4679,101,593.84,check,1
3533,2831,84,745.3,check,1
3534,3202,203,720.93,cash,1
3535,841,220,3576.8,check,2
3536,4010,33,3235.12,credit card,5
3537,2490,352,3936.84,check,1
3538,4751,317,1957.02,check,1
3539,3386,168,670.88,credit card,3
3540,3472,381,1005.96,check,2
3541,2916,259,2992.56,pear pay,3
3542,2628,101,1661.85,credit card,1
3543,130,104,1264.9,credit card,2
3544,504,71,2353.82,check,1
3545,2026,362,328.17,debit card,1
3546,2034,306,4579.19,cash,5
3547,787,101,1487.97,check,1
3548,1722,339,2372.85,pear pay,3
3549,3891,354,498.2,debit card,1
3550,820,11,1380.6,check,3
3551,2520,369,456.54,check,1
3552,2091,298,693.3,credit card,1
3553,1362,1,1126.6,pear pay,2
3554,356,162,920.01,cash,1
3555,371,150,985.95,cash,1
3556,502,85,1953.48,credit card,2
3557,4290,394,1502.64,cash,2
3558,2309,29,2387.56,cash,1
3559,3402,63,2982.96,cash,4
3560,1847,348,905.7,check,2
3561,3884,247,453.9,cash,1
3562,1387,202,841.68,credit card,1
3563,2968,314,791.5,check,3
3564,958,189,1877.68,credit card,2
3565,684,263,1531.68,pear pay,3
3566,2528,367,537.45,cash,3
3567,2575,269,2265.56,cash,3
3568,4180,263,2778,debit card,2
3569,2743,109,394.77,credit card,2
3570,2615,283,2165.52,cash,4
3571,1157,348,2120.3,credit card,1
3572,2867,325,1827,cash,5
3573,2655,275,799.02,cash,4
3574,1826,72,680.49,debit card,1
3575,2435,65,1920.8,credit card,1
3576,4688,134,1668.96,check,4
3577,2024,250,1949.75,check,1
3578,631,146,1790.48,pear pay,1
3579,1946,197,845.79,pear pay,4
3580,4470,106,3806.55,debit card,4
3581,4011,224,448.88,cash,1
3582,3225,3,1215.8,cash,2
3583,4595,383,2076.45,check,3
3584,4088,337,635.01,cash,2
3585,3317,154,3687.68,pear pay,1
3586,3459,167,1046.12,cash,6
3587,4889,129,2138.16,credit card,3
3588,3076,96,2277.12,pear pay,1
3589,3967,68,690,check,2
3590,3877,369,3093.42,check,4
3591,3963,396,377.19,credit card,1
3592,3124,230,1240.47,cash,4
3593,4055,146,427.28,cash,1
3594,2119,60,349.35,credit card,2
3595,4633,61,3042.36,credit card,1
3596,1239,358,477.2,cash,1
3597,3454,292,1227.38,credit card,1
3598,300,238,3125.08,credit card,2
3599,2133,67,1883.8,cash,4
3600,1884,343,1808.69,check,2
3601,1403,269,1229.2,credit card,5
3602,2950,35,1610.14,pear pay,1
3603,1588,60,2710.8,cash,2
3604,2989,145,4473.98,check,1
3605,468,294,803.19,check,2
3606,1793,214,3552.24,cash,4
3607,4765,179,559.02,credit card,2
3608,4935,261,4830.6,cash,8
3609,4492,345,1519.6,cash,5
3610,4436,191,1438.71,cash,2
3611,312,195,632.64,debit card,2
3612,2188,66,870.21,cash,1
3613,2051,246,754.88,credit card,1
3614,752,150,1559.1,debit card,2
3615,4561,80,851.52,cash,4
3616,1572,11,982.02,check,1
3617,3039,56,1556.58,check,2
3618,4024,338,296.07,credit card,4
3619,2992,334,834.82,debit card,2
3620,4466,334,1513.44,check,1
3621,4468,206,1284.66,debit card,4
3622,3261,86,732.7,cash,1
3623,1758,186,511.9,check,2
3624,1350,40,608.2,check,1
3625,2145,114,739.96,credit card,1
3626,1537,162,2141.4,check,3
3627,2643,310,1008.64,cash,2
3628,1043,140,1049.44,cash,1
3629,1912,369,2112.77,credit card,4
3630,360,394,909.3,cash,1
3631,687,64,1166.24,credit card,4
3632,4084,267,1158,check,1
3633,4142,378,1119.96,cash,1
3634,2647,275,1480.1,check,4
3635,1116,364,2540.04,cash,4
3636,4410,222,502.36,credit card,1
3637,3469,29,1005.48,cash,1
3638,2640,117,974.6,cash,1
3639,4255,292,3571.52,check,3
3640,2602,143,1555.51,credit card,4
3641,723,394,1203.16,credit card,1
3642,107,261,1837.02,cash,1
3643,223,333,3900.39,pear pay,5
3644,4992,397,1046.6,cash,2
3645,4308,109,2502.96,cash,4
3646,3929,243,694.41,credit card,5
3647,3740,300,711.27,credit card,1
3648,1319,91,316.74,check,3
3649,1159,397,1434.3,credit card,1
3650,1379,328,1572.56,pear pay,8
3651,4960,56,340.02,credit card,1
3652,104,336,2122.2,pear pay,2
3653,2125,395,1115.04,check,3
3654,2633,330,454.29,credit card,1
3655,2075,274,970.97,credit card,2
3656,3058,352,1408.8,credit card,1
3657,1147,104,1076.82,credit card,1
3658,4964,173,1088.34,debit card,3
3659,2649,183,517.92,cash,1
3660,1366,386,294.3,credit card,2
3661,2609,303,4502.96,credit card,3
3662,1849,51,645.63,credit card,6
3663,2406,400,891.8,cash,2
3664,3680,133,638.1,credit card,2
3665,1486,55,3618.12,pear pay,3
3666,4166,284,985.08,credit card,1
3667,4576,115,611.26,check,1
3668,91,82,2008.74,credit card,4
3669,4736,287,2272.9,cash,1
3670,3530,189,2590.42,check,3
3671,4512,306,755.3,credit card,1
3672,3188,396,2417.25,credit card,4
3673,2920,374,2248.48,credit card,2
3674,3335,93,5278.65,cash,6
3675,2603,274,1358.77,cash,1
3676,265,346,974.94,check,4
3677,3381,187,1486.7,credit card,3
3678,2369,24,255.95,check,1
3679,3786,194,1565.12,credit card,3
3680,2744,75,1386.3,credit card,2
3681,2050,6,1014.64,check,1
3682,1156,73,1526.85,credit card,6
3683,2257,351,677.25,pear pay,2
3684,4215,178,1583.68,check,1
3685,4882,280,1295.97,debit card,1
3686,2607,136,648.5,cash,1
3687,4087,397,522.84,credit card,1
3688,2384,119,2874.64,pear pay,5
3689,3088,68,1543.92,cash,1
3690,4213,330,3437.06,check,5
3691,869,102,609.45,check,1
3692,3362,187,932.08,cash,2
3693,1121,362,3081.2,credit card,2
3694,536,365,900,pear pay,1
3695,3443,278,447.18,check,1
3696,1080,30,2144.04,credit card,1
3697,2582,22,1414.32,check,3
3698,3208,147,1295.71,credit card,2
3699,3147,177,1137.63,cash,1
3700,1820,201,631.92,check,1
3701,1411,212,2673.33,credit card,3
3702,1720,343,2967.69,credit card,5
3703,2067,354,378.56,cash,1
3704,3148,214,1500.8,cash,1
3705,4028,145,1776.88,cash,1
3706,2678,253,994.9,credit card,1
3707,1106,95,687.48,credit card,2
3708,4854,183,823.2,cash,3
3709,582,345,185.76,credit card,1
3710,4459,84,755.95,credit card,4
3711,2783,20,1620.8,credit card,1
3712,4739,67,1215.99,credit card,1
3713,747,290,453.96,credit card,3
3714,4383,226,3968.16,check,1
3715,1663,157,2394.47,cash,6
3716,4636,97,639.1,cash,1
3717,2001,75,854.96,cash,2
3718,1144,240,298.92,credit card,1
3719,3383,308,1292.76,cash,5
3720,1104,199,1105.7,credit card,1
3721,883,259,1224.32,cash,1
3722,1642,160,3540.5,credit card,1
3723,1114,174,4010.16,cash,5
3724,1520,397,549.1,credit card,1
3725,2987,51,897.12,credit card,1
3726,4109,293,915.21,credit card,1
3727,2217,303,986.8,credit card,4
3728,3118,227,1427.53,pear pay,2
3729,2153,98,4081.48,check,6
3730,4962,366,3908.63,debit card,2
3731,2307,193,2469.87,cash,4
3732,54,170,689.2,cash,4
3733,1465,97,2003.36,cash,1
3734,896,243,1057.38,pear pay,4
3735,283,254,2753.6,check,5
3736,3361,176,928.3,credit card,2
3737,4650,77,1873.48,credit card,1
3738,1615,345,4057.56,cash,1
3739,3659,4,1694.42,cash,2
3740,3620,347,3027.6,cash,1
3741,4629,206,2700.88,credit card,1
3742,1376,18,995.7,pear pay,1
3743,4373,377,2626.33,cash,8
3744,3096,208,704.28,cash,2
3745,1687,339,1641.08,check,1
3746,1977,192,781.9,credit card,2
3747,317,20,1051.7,credit card,1
3748,4455,127,3023.3,credit card,1
3749,3231,36,2401.74,credit card,2
3750,3342,31,709.65,cash,1
3751,3681,400,1378.3,cash,1
3752,4431,92,1666.42,credit card,1
3753,4967,142,863.16,cash,2
3754,357,68,1214.36,credit card,5
3755,925,161,640.32,check,3
3756,3198,81,4010.11,cash,4
3757,3660,58,2095.35,pear pay,1
3758,955,346,3482.22,debit card,2
3759,2567,335,1623.18,cash,4
3760,2523,303,907.44,debit card,4
3761,4143,162,793.92,pear pay,3
3762,1323,333,2345.56,credit card,1
3763,3780,306,694.65,cash,1
3764,2290,23,2258.16,check,4
3765,3726,29,1386.35,credit card,5
3766,632,330,1211.88,cash,4
3767,160,365,731.78,credit card,2
3768,3264,386,1564.2,check,1
3769,729,111,447.18,check,1
3770,3249,319,1724.76,cash,4
3771,2185,364,509.85,check,2
3772,2522,174,931.9,credit card,3
3773,3434,178,1591.17,cash,2
3774,2458,2,5503.08,credit card,6
3775,1669,30,3679.8,credit card,5
3776,4947,13,4454.94,credit card,6
3777,577,259,5392.01,check,4
3778,4341,1,821.45,check,1
3779,4177,150,3609.71,debit card,1
3780,889,171,516.06,cash,4
3781,2836,281,1983.2,credit card,1
3782,3004,224,2752.56,credit card,2
3783,831,372,3198.51,check,4
3784,1844,204,2253.4,credit card,2
3785,3941,50,2189.18,check,4
3786,2517,397,1865.76,cash,1
3787,121,352,2042.52,credit card,4
3788,2665,318,1882.3,credit card,5
3789,3101,54,1623.42,pear pay,4
3790,3711,46,2751.32,credit card,4
3791,2601,75,1266.4,debit card,1
3792,3360,245,3284.12,credit card,2
3793,407,53,1584,cash,2
3794,4279,338,612.85,debit card,4
3795,1300,364,1447.12,credit card,6
3796,4582,360,1829.8,pear pay,4
3797,1994,126,2192.4,credit card,3
3798,4062,183,1798.16,check,2
3799,2146,158,3507.14,check,4
3800,2097,107,1056.1,cash,3
